repo,month,n_stars,n_clustered_stars
danielpclark/rutie,2019-12,6,0
dannnylo/rtesseract,2019-07,3,0
dannnylo/rtesseract,2019-08,2,0
dannnylo/rtesseract,2019-09,1,0
dannnylo/rtesseract,2019-10,6,0
dannnylo/rtesseract,2019-11,2,0
dannnylo/rtesseract,2019-12,3,0
django/django,2019-07,279,0
django/django,2019-08,282,0
django/django,2019-09,274,0
django/django,2019-10,249,0
django/django,2019-11,245,0
django/django,2019-12,284,0
django/django,2020-01,4,0
dkhamsing/open-source-ios-apps,2019-07,100,0
dkhamsing/open-source-ios-apps,2019-08,137,0
dkhamsing/open-source-ios-apps,2019-09,78,0
dkhamsing/open-source-ios-apps,2019-10,82,0
dkhamsing/open-source-ios-apps,2019-11,104,0
dkhamsing/open-source-ios-apps,2019-12,101,0
dkhamsing/open-source-ios-apps,2020-01,1,0
doctrine/orm,2019-07,30,0
doctrine/orm,2019-08,52,0
doctrine/orm,2019-09,30,0
doctrine/orm,2019-10,54,0
doctrine/orm,2019-11,50,0
doctrine/orm,2019-12,45,0
dodola/WeexOne,2019-09,1,0
dodola/WeexOne,2019-10,2,0
dodola/WeexOne,2019-12,1,0
doitsujin/dxvk,2019-07,40,0
doitsujin/dxvk,2019-08,25,0
doitsujin/dxvk,2019-09,36,0
doitsujin/dxvk,2019-10,26,0
doitsujin/dxvk,2019-11,48,0
doitsujin/dxvk,2019-12,67,0
doitsujin/dxvk,2020-01,2,0
donnemartin/data-science-ipython-notebooks,2019-07,73,0
donnemartin/data-science-ipython-notebooks,2019-08,58,0
donnemartin/data-science-ipython-notebooks,2019-09,224,0
donnemartin/data-science-ipython-notebooks,2019-10,200,0
donnemartin/data-science-ipython-notebooks,2019-11,77,0
donnemartin/data-science-ipython-notebooks,2019-12,53,0
donnemartin/data-science-ipython-notebooks,2020-01,1,0
donnemartin/system-design-primer,2019-07,668,0
donnemartin/system-design-primer,2019-08,817,0
donnemartin/system-design-primer,2019-09,702,0
donnemartin/system-design-primer,2019-10,614,0
donnemartin/system-design-primer,2019-11,674,0
donnemartin/system-design-primer,2019-12,761,0
donnemartin/system-design-primer,2020-01,15,0
doocs/advanced-java,2019-07,1271,0
doocs/advanced-java,2019-08,668,0
doocs/advanced-java,2019-09,1019,0
doocs/advanced-java,2019-10,613,0
doocs/advanced-java,2019-11,610,0
doocs/advanced-java,2019-12,843,0
doocs/advanced-java,2020-01,10,0
doocs/leetcode,2019-07,9,0
doocs/leetcode,2019-08,7,0
doocs/leetcode,2019-09,13,0
doocs/leetcode,2019-10,8,0
doocs/leetcode,2019-11,6,0
doocs/leetcode,2019-12,7,0
doocs/source-code-hunter,2019-10,1,0
doocs/source-code-hunter,2019-11,3,0
doocs/source-code-hunter,2019-12,21,0
dylanaraps/pure-bash-bible,2019-07,103,0
dylanaraps/pure-bash-bible,2019-08,358,0
dylanaraps/pure-bash-bible,2019-09,2720,0
dylanaraps/pure-bash-bible,2019-10,509,0
dylanaraps/pure-bash-bible,2019-11,129,0
dylanaraps/pure-bash-bible,2019-12,136,0
dylanaraps/pure-bash-bible,2020-01,1,0
dypsilon/frontend-dev-bookmarks,2019-07,60,0
dypsilon/frontend-dev-bookmarks,2019-08,55,0
dypsilon/frontend-dev-bookmarks,2019-09,55,0
dypsilon/frontend-dev-bookmarks,2019-10,56,0
dypsilon/frontend-dev-bookmarks,2019-11,57,0
dypsilon/frontend-dev-bookmarks,2019-12,43,0
enaqx/awesome-react,2019-07,216,0
enaqx/awesome-react,2019-08,284,0
enaqx/awesome-react,2019-09,161,0
enaqx/awesome-react,2019-10,171,0
enaqx/awesome-react,2019-11,154,0
enaqx/awesome-react,2019-12,137,0
enaqx/awesome-react,2020-01,5,0
espeak-ng/espeak-ng,2019-07,7,0
espeak-ng/espeak-ng,2019-08,8,0
espeak-ng/espeak-ng,2019-09,9,0
espeak-ng/espeak-ng,2019-10,4,0
espeak-ng/espeak-ng,2019-11,9,0
espeak-ng/espeak-ng,2019-12,10,0
espeak-ng/espeak-ng,2020-01,1,0
ethereum/go-ethereum,2019-07,117,0
ethereum/go-ethereum,2019-08,102,0
ethereum/go-ethereum,2019-09,79,0
ethereum/go-ethereum,2019-10,115,0
ethereum/go-ethereum,2019-11,129,0
ethereum/go-ethereum,2019-12,110,0
ethereum/go-ethereum,2020-01,5,0
expo/expo,2019-07,93,0
expo/expo,2019-08,92,0
expo/expo,2019-09,101,0
expo/expo,2019-10,115,0
expo/expo,2019-11,100,0
expo/expo,2019-12,75,0
expo/expo,2020-01,4,0
expressjs/express,2019-07,182,0
expressjs/express,2019-08,177,0
expressjs/express,2019-09,131,0
expressjs/express,2019-10,175,0
expressjs/express,2019-11,149,0
expressjs/express,2019-12,178,0
expressjs/express,2020-01,1,0
facebook/react,2019-07,805,0
facebook/react,2019-08,790,0
facebook/react,2019-09,768,0
facebook/react,2019-10,737,0
facebook/react,2019-11,687,0
facebook/react,2019-12,640,0
facebook/react,2020-01,10,0
facebook/react-native,2019-07,422,0
facebook/react-native,2019-08,466,0
facebook/react-native,2019-09,365,0
facebook/react-native,2019-10,345,0
facebook/react-native,2019-11,318,0
facebook/react-native,2019-12,334,0
facebook/react-native,2020-01,9,0
faob-dev/MotionLayoutCarousel,2019-07,3,0
faob-dev/MotionLayoutCarousel,2019-08,1,0
faob-dev/MotionLayoutCarousel,2019-09,9,0
faob-dev/MotionLayoutCarousel,2019-10,1,0
faob-dev/MotionLayoutCarousel,2019-11,4,0
faob-dev/MotionLayoutCarousel,2019-12,1,0
fatedier/frp,2019-07,407,0
fatedier/frp,2019-08,402,0
fatedier/frp,2019-09,354,0
fatedier/frp,2019-10,355,0
fatedier/frp,2019-11,473,0
fatedier/frp,2019-12,425,0
fatedier/frp,2020-01,9,0
fffaraz/awesome-cpp,2019-07,194,0
fffaraz/awesome-cpp,2019-08,224,0
fffaraz/awesome-cpp,2019-09,191,0
fffaraz/awesome-cpp,2019-10,229,0
fffaraz/awesome-cpp,2019-11,194,0
fffaraz/awesome-cpp,2019-12,178,0
fffaraz/awesome-cpp,2020-01,2,0
fighting41love/funNLP,2019-07,530,0
fighting41love/funNLP,2019-08,441,0
fighting41love/funNLP,2019-09,330,0
fighting41love/funNLP,2019-10,341,0
fighting41love/funNLP,2019-11,383,0
fighting41love/funNLP,2019-12,411,0
fighting41love/funNLP,2020-01,4,0
firstcontributions/first-contributions,2019-07,113,0
firstcontributions/first-contributions,2019-08,107,0
firstcontributions/first-contributions,2019-09,89,0
firstcontributions/first-contributions,2019-10,217,0
firstcontributions/first-contributions,2019-11,150,0
firstcontributions/first-contributions,2019-12,128,0
firstcontributions/first-contributions,2020-01,2,0
florinpop17/app-ideas,2019-07,109,0
florinpop17/app-ideas,2019-08,166,0
florinpop17/app-ideas,2019-09,281,0
florinpop17/app-ideas,2019-10,239,0
florinpop17/app-ideas,2019-11,144,0
florinpop17/app-ideas,2019-12,106,0
florinpop17/app-ideas,2020-01,8,0
flutter/flutter,2019-07,1244,0
flutter/flutter,2019-08,897,0
flutter/flutter,2019-09,947,0
flutter/flutter,2019-10,849,0
flutter/flutter,2019-11,894,0
flutter/flutter,2019-12,996,0
flutter/flutter,2020-01,14,0
freeCodeCamp/freeCodeCamp,2019-07,385,0
freeCodeCamp/freeCodeCamp,2019-08,373,0
freeCodeCamp/freeCodeCamp,2019-09,437,0
freeCodeCamp/freeCodeCamp,2019-10,439,0
freeCodeCamp/freeCodeCamp,2019-11,617,0
freeCodeCamp/freeCodeCamp,2019-12,409,0
freeCodeCamp/freeCodeCamp,2020-01,7,0
gaarason/database-all,2019-12,1,0
gavinbunney/terraform-provider-kubectl,2019-09,2,0
gavinbunney/terraform-provider-kubectl,2019-11,3,0
gavinbunney/terraform-provider-kubectl,2019-12,4,0
gedoor/legado,2019-09,6,0
gedoor/legado,2019-10,5,0
gedoor/legado,2019-11,5,0
gedoor/legado,2019-12,9,0
geekcomputers/Python,2019-07,159,0
geekcomputers/Python,2019-08,198,0
geekcomputers/Python,2019-09,413,0
geekcomputers/Python,2019-10,522,0
geekcomputers/Python,2019-11,232,0
geekcomputers/Python,2019-12,124,0
geekcomputers/Python,2020-01,3,0
gin-gonic/gin,2019-07,451,0
gin-gonic/gin,2019-08,393,0
gin-gonic/gin,2019-09,376,0
gin-gonic/gin,2019-10,298,0
gin-gonic/gin,2019-11,380,0
gin-gonic/gin,2019-12,353,0
gin-gonic/gin,2020-01,7,0
git/git,2019-07,188,0
git/git,2019-08,233,0
git/git,2019-09,170,0
git/git,2019-10,139,0
git/git,2019-11,231,0
git/git,2019-12,185,0
github/gitignore,2019-07,581,0
github/gitignore,2019-08,539,0
github/gitignore,2019-09,460,0
github/gitignore,2019-10,477,0
github/gitignore,2019-11,469,0
github/gitignore,2019-12,459,0
github/gitignore,2020-01,9,0
gleam-lang/gleam,2019-10,7,0
gleam-lang/gleam,2019-11,16,0
gleam-lang/gleam,2019-12,33,0
godotengine/godot,2019-07,233,0
godotengine/godot,2019-08,233,0
godotengine/godot,2019-09,252,0
godotengine/godot,2019-10,317,0
godotengine/godot,2019-11,274,0
godotengine/godot,2019-12,261,0
godotengine/godot,2020-01,13,0
godotengine/godot-demo-projects,2019-07,7,0
godotengine/godot-demo-projects,2019-08,17,0
godotengine/godot-demo-projects,2019-09,9,0
godotengine/godot-demo-projects,2019-10,8,0
godotengine/godot-demo-projects,2019-11,18,0
godotengine/godot-demo-projects,2019-12,12,0
godotengine/godot-demo-projects,2020-01,2,0
golang/go,2019-07,573,0
golang/go,2019-08,528,0
golang/go,2019-09,496,0
golang/go,2019-10,536,0
golang/go,2019-11,476,0
golang/go,2019-12,471,0
golang/go,2020-01,5,0
goldbergyoni/nodebestpractices,2019-08,297,0
goldbergyoni/nodebestpractices,2019-09,461,0
goldbergyoni/nodebestpractices,2019-10,509,0
goldbergyoni/nodebestpractices,2019-11,475,0
goldbergyoni/nodebestpractices,2019-12,561,0
goldbergyoni/nodebestpractices,2020-01,5,0
goldmansachs/gs-quant,2019-08,1,0
goldmansachs/gs-quant,2019-09,5,0
goldmansachs/gs-quant,2019-10,3,0
goldmansachs/gs-quant,2019-11,16,0
goldmansachs/gs-quant,2019-12,33,0
goldmansachs/gs-quant,2020-01,1,0
google-research/google-research,2019-07,152,0
google-research/google-research,2019-08,245,0
google-research/google-research,2019-09,112,0
google-research/google-research,2019-10,455,0
google-research/google-research,2019-11,422,0
google-research/google-research,2019-12,151,0
google-research/google-research,2020-01,2,0
google/googletest,2019-07,163,0
google/googletest,2019-08,137,0
google/googletest,2019-09,83,0
google/googletest,2019-10,191,0
google/googletest,2019-11,140,0
google/googletest,2019-12,102,0
google/googletest,2020-01,1,0
googleapis/google-cloud-node,2019-07,11,0
googleapis/google-cloud-node,2019-08,4,0
googleapis/google-cloud-node,2019-09,7,0
googleapis/google-cloud-node,2019-10,5,0
googleapis/google-cloud-node,2019-11,5,0
googleapis/google-cloud-node,2019-12,8,0
gothinkster/realworld,2019-07,533,0
gothinkster/realworld,2019-08,270,0
gothinkster/realworld,2019-09,622,0
gothinkster/realworld,2019-10,337,0
gothinkster/realworld,2019-11,288,0
gothinkster/realworld,2019-12,318,0
gothinkster/realworld,2020-01,8,0
hackerb9/lsix,2019-07,5,0
hackerb9/lsix,2019-08,10,0
hackerb9/lsix,2019-09,6,0
hackerb9/lsix,2019-10,4,0
hackerb9/lsix,2019-11,17,0
hackerb9/lsix,2019-12,4,0
haizlin/fe-interview,2019-07,935,0
haizlin/fe-interview,2019-08,636,0
haizlin/fe-interview,2019-09,386,0
haizlin/fe-interview,2019-10,377,0
haizlin/fe-interview,2019-11,276,0
haizlin/fe-interview,2019-12,241,0
haizlin/fe-interview,2020-01,4,0
holochain/cryptographic-autonomy-license,2019-09,1,0
holochain/cryptographic-autonomy-license,2019-10,1,0
holochain/cryptographic-autonomy-license,2019-11,1,0
holochain/cryptographic-autonomy-license,2019-12,1,0
holochain/docs-pages,2019-09,1,0
holochain/docs-pages,2019-11,1,0
holochain/holochain-proto,2019-08,1,0
holochain/holochain-proto,2019-09,1,0
holochain/holochain-proto,2019-11,1,0
holochain/holochain-proto,2019-12,2,0
holochain/holochain-rust,2019-07,10,0
holochain/holochain-rust,2019-08,9,0
holochain/holochain-rust,2019-09,7,0
holochain/holochain-rust,2019-10,5,0
holochain/holochain-rust,2019-11,5,0
holochain/holochain-rust,2019-12,10,0
holochain/tryorama,2019-12,1,0
htoooth/Leaflet.ChineseTmsProviders,2019-07,8,0
htoooth/Leaflet.ChineseTmsProviders,2019-08,3,0
htoooth/Leaflet.ChineseTmsProviders,2019-09,2,0
htoooth/Leaflet.ChineseTmsProviders,2019-10,7,0
htoooth/Leaflet.ChineseTmsProviders,2019-11,3,0
htoooth/Leaflet.ChineseTmsProviders,2019-12,6,0
huggingface/transformers,2019-09,391,0
huggingface/transformers,2019-10,723,0
huggingface/transformers,2019-11,720,0
huggingface/transformers,2019-12,738,0
huggingface/transformers,2020-01,6,0
iperov/DeepFaceLive,2019-12,2,0
iptv-org/iptv,2019-09,48,0
iptv-org/iptv,2019-10,2372,0
iptv-org/iptv,2019-11,634,0
iptv-org/iptv,2019-12,780,0
iptv-org/iptv,2020-01,10,0
jackfrued/Python-100-Days,2019-07,2729,0
jackfrued/Python-100-Days,2019-08,2290,0
jackfrued/Python-100-Days,2019-09,1450,0
jackfrued/Python-100-Days,2019-10,1819,0
jackfrued/Python-100-Days,2019-11,1944,0
jackfrued/Python-100-Days,2019-12,1474,0
jackfrued/Python-100-Days,2020-01,32,0
jakevdp/PythonDataScienceHandbook,2019-07,202,0
jakevdp/PythonDataScienceHandbook,2019-08,208,0
jakevdp/PythonDataScienceHandbook,2019-09,171,0
jakevdp/PythonDataScienceHandbook,2019-10,182,0
jakevdp/PythonDataScienceHandbook,2019-11,184,0
jakevdp/PythonDataScienceHandbook,2019-12,175,0
jakevdp/PythonDataScienceHandbook,2020-01,4,0
jaywcjlove/awesome-mac,2019-07,237,0
jaywcjlove/awesome-mac,2019-08,487,0
jaywcjlove/awesome-mac,2019-09,209,0
jaywcjlove/awesome-mac,2019-10,208,0
jaywcjlove/awesome-mac,2019-11,219,0
jaywcjlove/awesome-mac,2019-12,226,0
jaywcjlove/awesome-mac,2020-01,6,0
jdepoix/youtube-transcript-api,2019-07,5,0
jdepoix/youtube-transcript-api,2019-08,8,0
jdepoix/youtube-transcript-api,2019-09,3,0
jdepoix/youtube-transcript-api,2019-10,15,0
jdepoix/youtube-transcript-api,2019-11,4,0
jdepoix/youtube-transcript-api,2019-12,8,0
jellyfin/jellyfin,2019-07,130,0
jellyfin/jellyfin,2019-08,140,0
jellyfin/jellyfin,2019-09,89,0
jellyfin/jellyfin,2019-10,110,0
jellyfin/jellyfin,2019-11,107,0
jellyfin/jellyfin,2019-12,166,0
jhy/jsoup,2019-07,27,0
jhy/jsoup,2019-08,30,0
jhy/jsoup,2019-09,30,0
jhy/jsoup,2019-10,23,0
jhy/jsoup,2019-11,24,0
jhy/jsoup,2019-12,21,0
jhy/jsoup,2020-01,1,0
jlevy/the-art-of-command-line,2019-07,1241,0
jlevy/the-art-of-command-line,2019-08,588,0
jlevy/the-art-of-command-line,2019-09,449,0
jlevy/the-art-of-command-line,2019-10,303,0
jlevy/the-art-of-command-line,2019-11,212,0
jlevy/the-art-of-command-line,2019-12,233,0
jlevy/the-art-of-command-line,2020-01,3,0
joke2k/faker,2019-07,54,0
joke2k/faker,2019-08,69,0
joke2k/faker,2019-09,53,0
joke2k/faker,2019-10,56,0
joke2k/faker,2019-11,64,0
joke2k/faker,2019-12,60,0
joke2k/faker,2020-01,2,0
jondot/awesome-react-native,2019-07,125,0
jondot/awesome-react-native,2019-08,130,0
jondot/awesome-react-native,2019-09,112,0
jondot/awesome-react-native,2019-10,119,0
jondot/awesome-react-native,2019-11,104,0
jondot/awesome-react-native,2019-12,86,0
jstarks/npiperelay,2019-07,2,0
jstarks/npiperelay,2019-08,1,0
jstarks/npiperelay,2019-09,2,0
jstarks/npiperelay,2019-10,1,0
jstarks/npiperelay,2019-12,1,0
junegunn/fzf,2019-07,271,0
junegunn/fzf,2019-08,202,0
junegunn/fzf,2019-09,231,0
junegunn/fzf,2019-10,201,0
junegunn/fzf,2019-11,233,0
junegunn/fzf,2019-12,213,0
junegunn/fzf,2020-01,4,0
jupyterlab/jupyterlab,2019-07,89,0
jupyterlab/jupyterlab,2019-08,57,0
jupyterlab/jupyterlab,2019-09,68,0
jupyterlab/jupyterlab,2019-10,46,0
jupyterlab/jupyterlab,2019-11,42,0
jupyterlab/jupyterlab,2019-12,47,0
jupyterlab/jupyterlab,2020-01,1,0
justjavac/awesome-wechat-weapp,2019-07,268,0
justjavac/awesome-wechat-weapp,2019-08,298,0
justjavac/awesome-wechat-weapp,2019-09,264,0
justjavac/awesome-wechat-weapp,2019-10,394,0
justjavac/awesome-wechat-weapp,2019-11,217,0
justjavac/awesome-wechat-weapp,2019-12,204,0
justjavac/awesome-wechat-weapp,2020-01,3,0
jwasham/coding-interview-university,2019-07,1494,0
jwasham/coding-interview-university,2019-08,1951,0
jwasham/coding-interview-university,2019-09,776,0
jwasham/coding-interview-university,2019-10,656,0
jwasham/coding-interview-university,2019-11,857,0
jwasham/coding-interview-university,2019-12,480,0
jwasham/coding-interview-university,2020-01,11,0
jzillmann/pdf-to-markdown,2019-09,3,0
jzillmann/pdf-to-markdown,2019-10,1,0
jzillmann/pdf-to-markdown,2019-11,1,0
jzillmann/pdf-to-markdown,2019-12,1,0
kamranahmedse/developer-roadmap,2019-07,705,0
kamranahmedse/developer-roadmap,2019-08,676,0
kamranahmedse/developer-roadmap,2019-09,531,0
kamranahmedse/developer-roadmap,2019-10,507,0
kamranahmedse/developer-roadmap,2019-11,602,0
kamranahmedse/developer-roadmap,2019-12,573,0
kamranahmedse/developer-roadmap,2020-01,10,0
kanasimi/work_crawler,2019-07,13,0
kanasimi/work_crawler,2019-08,16,0
kanasimi/work_crawler,2019-09,15,0
kanasimi/work_crawler,2019-10,14,0
kanasimi/work_crawler,2019-11,12,0
kanasimi/work_crawler,2019-12,7,0
karldoenitz/Tigo,2019-07,30,0
karldoenitz/Tigo,2019-08,83,0
karldoenitz/Tigo,2019-09,13,0
karldoenitz/Tigo,2019-10,3,0
karldoenitz/Tigo,2019-11,15,0
karldoenitz/Tigo,2019-12,20,0
kdn251/interviews,2019-07,610,0
kdn251/interviews,2019-08,566,0
kdn251/interviews,2019-09,246,0
kdn251/interviews,2019-10,336,0
kdn251/interviews,2019-11,258,0
kdn251/interviews,2019-12,305,0
kdn251/interviews,2020-01,7,0
keras-team/keras,2019-07,338,0
keras-team/keras,2019-08,299,0
keras-team/keras,2019-09,278,0
keras-team/keras,2019-10,264,0
keras-team/keras,2019-11,261,0
keras-team/keras,2019-12,228,0
keras-team/keras,2020-01,6,0
kilimchoi/engineering-blogs,2019-07,60,0
kilimchoi/engineering-blogs,2019-08,37,0
kilimchoi/engineering-blogs,2019-09,53,0
kilimchoi/engineering-blogs,2019-10,48,0
kilimchoi/engineering-blogs,2019-11,48,0
kilimchoi/engineering-blogs,2019-12,57,0
kilimchoi/engineering-blogs,2020-01,1,0
kubernetes/kubernetes,2019-07,532,0
kubernetes/kubernetes,2019-08,511,0
kubernetes/kubernetes,2019-09,437,0
kubernetes/kubernetes,2019-10,434,0
kubernetes/kubernetes,2019-11,449,0
kubernetes/kubernetes,2019-12,476,0
kubernetes/kubernetes,2020-01,7,0
lay295/TwitchDownloader,2019-09,1,0
lay295/TwitchDownloader,2019-10,1,0
lay295/TwitchDownloader,2019-12,1,0
lexbor/lexbor,2019-07,2,0
lexbor/lexbor,2019-09,2,0
lexbor/lexbor,2019-10,5,0
lexbor/lexbor,2019-11,5,0
lexbor/lexbor,2019-12,8,0
lirantal/npq,2019-07,4,0
lirantal/npq,2019-08,2,0
lirantal/npq,2019-09,1,0
lirantal/npq,2019-10,4,0
lirantal/npq,2019-11,2,0
lirantal/npq,2019-12,11,0
listen1/listen1_chrome_extension,2019-07,61,0
listen1/listen1_chrome_extension,2019-08,49,0
listen1/listen1_chrome_extension,2019-09,53,0
listen1/listen1_chrome_extension,2019-10,49,0
listen1/listen1_chrome_extension,2019-11,38,0
listen1/listen1_chrome_extension,2019-12,33,0
listen1/listen1_chrome_extension,2020-01,1,0
liuchong/awesome-roadmaps,2019-07,11,0
liuchong/awesome-roadmaps,2019-08,1,0
liuchong/awesome-roadmaps,2019-09,8,0
liuchong/awesome-roadmaps,2019-10,8,0
liuchong/awesome-roadmaps,2019-11,3,0
liuchong/awesome-roadmaps,2019-12,2,0
liuchong/awesome-roadmaps,2020-01,2,0
lukasz-madon/awesome-remote-job,2019-07,70,0
lukasz-madon/awesome-remote-job,2019-08,62,0
lukasz-madon/awesome-remote-job,2019-09,100,0
lukasz-madon/awesome-remote-job,2019-10,71,0
lukasz-madon/awesome-remote-job,2019-11,74,0
lukasz-madon/awesome-remote-job,2019-12,59,0
lukasz-madon/awesome-remote-job,2020-01,2,0
maralla/completor.vim,2019-07,3,0
maralla/completor.vim,2019-09,5,0
maralla/completor.vim,2019-10,7,0
maralla/completor.vim,2019-11,4,0
maralla/completor.vim,2019-12,4,0
mateogianolio/sshync,2019-11,2,0
mateogianolio/sshync,2019-12,3,0
matter-labs/zksync,2019-12,26,0
matter-labs/zksync,2020-01,1,0
max32002/tixcraft_bot,2019-10,7,0
max32002/tixcraft_bot,2019-11,1,0
max32002/tixcraft_bot,2019-12,3,0
microsoft/MLOps,2019-07,6,0
microsoft/MLOps,2019-08,8,0
microsoft/MLOps,2019-09,10,0
microsoft/MLOps,2019-10,7,0
microsoft/MLOps,2019-11,8,0
microsoft/MLOps,2019-12,8,0
microsoft/MS-DOS,2019-07,40,0
microsoft/MS-DOS,2019-08,34,0
microsoft/MS-DOS,2019-09,22,0
microsoft/MS-DOS,2019-10,31,0
microsoft/MS-DOS,2019-11,26,0
microsoft/MS-DOS,2019-12,22,0
microsoft/MS-DOS,2020-01,1,0
microsoft/PowerToys,2019-07,28,0
microsoft/PowerToys,2019-08,24,0
microsoft/PowerToys,2019-09,2018,0
microsoft/PowerToys,2019-10,566,0
microsoft/PowerToys,2019-11,532,0
microsoft/PowerToys,2019-12,394,0
microsoft/PowerToys,2020-01,6,0
microsoft/TypeScript,2019-07,508,0
microsoft/TypeScript,2019-08,420,0
microsoft/TypeScript,2019-09,420,0
microsoft/TypeScript,2019-10,403,0
microsoft/TypeScript,2019-11,333,0
microsoft/TypeScript,2019-12,337,0
microsoft/TypeScript,2020-01,6,0
microsoft/terminal,2019-07,685,0
microsoft/terminal,2019-08,701,0
microsoft/terminal,2019-09,542,0
microsoft/terminal,2019-10,483,0
microsoft/terminal,2019-11,487,0
microsoft/terminal,2019-12,440,0
microsoft/terminal,2020-01,10,0
microsoft/vscode,2019-07,655,0
microsoft/vscode,2019-08,670,0
microsoft/vscode,2019-09,599,0
microsoft/vscode,2019-10,661,0
microsoft/vscode,2019-11,1002,0
microsoft/vscode,2019-12,728,0
microsoft/vscode,2020-01,10,0
mindsdb/mindsdb,2019-07,24,0
mindsdb/mindsdb,2019-08,7,0
mindsdb/mindsdb,2019-09,2,0
mindsdb/mindsdb,2019-10,16,0
mindsdb/mindsdb,2019-11,7,0
